case,mode,time,A_inj,A_ctrl,SNR
m3,3,26.200000000000003,0.008172171295095275,0.00817239058817824,0.9999731665929817
m3,3,26.402500000000003,0.008175730150085152,0.008175940466294536,0.9999742762058688
m3,3,26.604999999999997,0.008171436884391465,0.008171652382017933,0.9999736286351409
m3,3,26.799999999999997,0.008174756226716007,0.008174973860107907,0.9999733780932363
m3,3,27.002499999999998,0.00815376245753518,0.00815397365627221,0.9999740986731215
m3,3,27.205,0.008161504222451236,0.008161720016031269,0.9999735602814592
m3,3,27.4,0.008164745920674387,0.008164957637319472,0.9999740700865223
m3,3,27.6025,0.008168088436059312,0.00816828971228879,0.9999753588282778
m3,3,27.805,0.008180184777322054,0.008180392345491705,0.9999746261351676
m3,3,28.0,0.008099120128918691,0.008099330112959786,0.9999740739001663
m3,3,28.2025,0.008102458882671974,0.008102664001003144,0.9999746850750388
m3,3,28.405,0.008069979421960395,0.008070186724260466,0.9999743125770005
m3,3,28.6,0.00807315375286098,0.00807336197804556,0.9999742083675739
m3,3,28.802500000000002,0.00807642845296972,0.008076629266228366,0.999975136501624
m3,3,29.005000000000003,0.008082416384371186,0.008082613906675617,0.9999755620759928
m3,3,29.200000000000003,0.008085475748247141,0.00808567426210472,0.9999754486946737
m3,3,29.402500000000003,0.008088629578541251,0.008088823087023021,0.9999760770535234
m3,3,29.604999999999997,0.008091749338880242,0.008091942207751595,0.9999761653177444
m3,3,29.799999999999997,0.00809472419616751,0.00809491805681613,0.9999760515613304
m3,3,30.002499999999998,0.008098458169166876,0.008098649152208409,0.9999764179139085
m3,3,30.205,0.008101517086354947,0.008101705792775651,0.9999767078161647
m3,3,30.4,0.008104433035599573,0.008104621952525377,0.999976690223565
m3,3,30.6025,0.008118328957183311,0.008118515231015061,0.9999770556774916
m3,3,30.805,0.008121315287976211,0.008121499387986921,0.9999773317706602
m3,3,31.0,0.00807391305594794,0.008074102272551786,0.9999765649978833
m3,3,31.2025,0.00806988161723775,0.008070071709320356,0.9999764448087386
m3,3,31.405,0.00807291909115051,0.008073106947682264,0.9999767305780821
m3,3,31.6,0.008075814826559296,0.00807600161811937,0.9999768707871907
m3,3,31.802500000000002,0.008078794324964673,0.008078978841753319,0.999977160877351
m3,3,32.005,0.00808174464284696,0.008081926889810128,0.9999774500604061
m3,3,32.2,0.008092373280229185,0.008092554974559933,0.9999775479646021
m3,3,32.4025,0.00809527197716147,0.008095451724155002,0.9999777965455595
m3,3,32.605,0.008105741377620893,0.008105918378959768,0.999978163937681
m3,3,32.8,0.00810846971790755,0.008108645500432464,0.9999783215920705
m3,3,33.0025,0.008099443702335151,0.00809196934817896,1.0009236755398576
m3,3,33.205,0.00809459648623631,0.008094769924830455,0.9999785739933618
m3,3,33.4,0.008097268496280124,0.008097440465761219,0.9999787624889838
m3,3,33.6025,0.011953383645296608,0.011953550752024426,0.9999860203272413
m3,3,33.805,0.011956050237809672,0.011956215347306875,0.9999861904881765
m3,3,34.0,0.011958592232588954,0.011958755760528838,0.9999863256727407
m3,3,34.2025,0.011961205433423265,0.011961367545313541,0.9999864470438131
m3,3,34.405,0.011963792379377074,0.01196395272109671,0.9999865979310205
m3,3,34.6,0.011966258478939505,0.01196641704615049,0.9999867489817234
m3,3,34.8025,0.011968793535690183,0.01196895054508812,0.9999868819411238
m3,3,35.005,0.011971302727621659,0.011971458115914482,0.9999870201030385
m3,3,35.2,0.011973694808391418,0.011973848653081293,0.9999871516089495
m3,3,35.4025,0.011976153502983549,0.011976305768991799,0.999987286062064
m3,3,35.605,0.01200857094190535,0.012008720102210161,0.9999875790006311
m3,3,35.8,0.012010865950890248,0.012011013499877175,0.9999877155256773
m3,3,36.0025,0.012013224872072523,0.012013371074579593,0.999987830018222
m3,3,36.205,0.012015559618422033,0.012015704338474664,0.999987955757852
m3,3,36.4,0.0120177851071412,0.012017928233307967,0.9999880906122929
m3,3,36.6025,0.012020072595391328,0.012020214372008032,0.9999882051507306
m3,3,36.805,0.012028003175493126,0.012028142633081579,0.9999884057254136
m3,3,37.0,0.012030148956115365,0.012030287174592364,0.9999885107915553
m3,3,37.2025,0.01203235485087085,0.01203249132725516,0.9999886576785639
m3,3,37.405,0.01203453762724866,0.012034672771627172,0.9999887704151932
m3,3,37.6,0.012036617955837084,0.01203675193093148,0.9999888694977546
m3,3,37.8025,0.01203875652714708,0.012038888830391338,0.9999890103442168
m3,3,38.005,0.012040872556784685,0.012041003734446176,0.999989105753608
m3,3,38.2,0.012042889412741356,0.012043019196258106,0.9999892233405399
m3,3,38.4025,0.012044962232689447,0.012045090714777421,0.9999893332403204
m3,3,38.605,0.01204701349717696,0.012047140490100857,0.9999894586666436
m3,3,38.8,0.01204896832485912,0.012049094094729464,0.9999895618816357
m3,3,39.0025,0.01202237217039318,0.012022495850780824,0.9999897125863733
m3,3,39.205,0.012024346894577233,0.012024469356838884,0.9999898155787157
m3,3,39.4,0.01592293877907144,0.015923035270448912,0.9999939401391862
m3,3,39.6025,0.015914805873870525,0.015914901462769648,0.9999939937486043
m3,3,39.805,0.01591633268206361,0.01591642731106335,0.9999940546331227
m3,3,40.0,0.015917787764553566,0.015917881387094795,0.9999941184043936
m3,3,40.2025,0.01591249629372228,0.015912589122717466,0.9999941663173435
m3,3,40.405,0.015910968569747795,0.015911060069998786,0.9999942492674537
m3,3,40.6,0.015912375825478015,0.01591246637543628,0.9999943094957043
m3,3,40.8025,0.015901893107027016,0.015901982605772944,0.9999943718498412
m3,3,41.005,0.015903321503568164,0.015903409896627703,0.9999944418800677
m3,3,41.2,0.015904682580622335,0.015904770218299707,0.9999944898495124
m3,3,41.4025,0.015906081545229225,0.01590616812784276,0.9999945566642552
m3,3,41.605,0.015907465463345278,0.015907551333340483,0.9999946019350555
m3,3,41.8,0.015908784423250333,0.01590886926124488,0.9999946672517604
m3,3,42.0025,0.015910139834287088,0.01591022385114766,0.9999947193162485
m3,3,42.205,0.015911480834577472,0.01591156381296587,0.9999947850262003
m3,3,42.4,0.015912758675826876,0.01591284096418308,0.9999948288079803
m3,3,42.6025,0.01591822724704266,0.015918307456820654,0.9999949611616555
m3,3,42.805,0.015919509156178575,0.015919588518499842,0.9999950148007171
m3,3,43.0,0.015920730792793752,0.01592080928230935,0.9999950700046583
m3,3,43.2025,0.015908455901127067,0.015908534268183446,0.9999950738983833
m3,3,43.405,0.01590970643735445,0.015909783835507094,0.9999951351851513
m3,3,43.6,0.015910897935714405,0.015910974530728345,0.9999951860262367
m3,3,43.8025,0.01591212226964501,0.01591219802268813,0.9999952393099297
m3,3,44.004999999999995,0.01591333344072162,0.015913408460962397,0.9999952857214116
m3,3,44.2,0.015914487527265087,0.015914561723761236,0.9999953378234704
m3,3,44.4025,0.01591567339384903,0.01591574691762351,0.9999953804383257
m3,3,44.605000000000004,0.01591684645242004,0.015916919090292792,0.9999954364363896
m3,3,44.8,0.015921315180977218,0.01592138652332903,0.9999955190867512
m3,3,45.0025,0.015922454172390157,0.01592252463515915,0.999995574648455
m3,3,45.205,0.015923580737287925,0.015923650569456996,0.9999956145628311
m3,3,45.400000000000006,0.015924654207961502,0.01592472316203726,0.9999956699984636
m3,3,45.602500000000006,0.015925756955373148,0.015925825343185495,0.99999570585443
m3,3,45.80500000000001,0.01592684797455402,0.0159269155557771,0.999995756791524
m3,3,46.0,0.015927887504927653,0.01592795437010314,0.9999958020236664
m3,3,46.2025,0.015928955484246908,0.0159290217035883,0.9999958428494464
m3,3,46.405,0.0159202815531275,0.015920346757669276,0.9999959043265345
m3,3,46.599999999999994,0.015921283913429066,0.01592134838879691,0.999995950382702
m3,3,46.802499999999995,0.01592231372838638,0.015922377554433053,0.9999959914248701
m3,3,47.004999999999995,0.015957170811063712,0.01595723618497019,0.9999959031811197
m3,3,47.2,0.01595817648730773,0.0159582412139154,0.9999959440011713
m3,3,47.4025,0.015959209898801476,0.015959273867790155,0.9999959917356386
m3,3,47.605000000000004,0.015960231931322476,0.015960295251778965,0.9999960326262459
m3,3,47.8,0.013798201639992461,0.013798271109212385,0.9999949653678077
m3,3,48.0025,0.013793892047776334,0.013793961194438568,0.9999949871787183
m3,3,48.205,0.013794995740440075,0.013795063942426395,0.999995056058703
m3,3,48.400000000000006,0.013793448612316654,0.013793516886014243,0.9999950503052881
m3,3,48.602500000000006,0.013794540687507401,0.013794608335878644,0.9999950960281295
m3,3,48.80500000000001,0.013795620883058501,0.013795687849213256,0.9999951458632953
m3,3,49.0,0.013796650039452279,0.01379671622981862,0.9999952024550453
m3,3,49.2025,0.013797707141195763,0.013797772603786554,0.9999952555682232
m3,3,49.405,0.013798752748383826,0.013798817412138573,0.9999953138190893
m3,3,49.599999999999994,0.013799748710140197,0.013799812746316257,0.9999953596344213
m3,3,49.802499999999995,0.013800771874194769,0.013800835221978665,0.9999954098586876
m3,3,50.0,0.013801758821858329,0.01380182157560059,0.9999954532275382
m4,4,0.002500000000001279,0.04777868740362784,0.008774690139664655,5.445056935703238
m4,4,0.2049999999999983,0.010172082266457402,0.0087777004429244,1.1588550250261727
m4,4,0.3999999999999986,0.029602417644514715,0.008785379502919586,3.3695092664667636
m4,4,0.6024999999999991,0.0128095068050311,0.008807587600836742,1.4543717741523419
m4,4,0.8049999999999997,0.012137559925071465,0.008749458455009504,1.3872355629189945
m4,4,1.0,0.02023095088144713,0.009028219698980046,2.2408571740597654
m4,4,1.2025000000000006,0.01722244295253516,0.009046111092382274,1.9038504807925882
